lon,lat,type,a
-88.2,36.6,GR,0.17912000
-88.1,36.6,GR,0.14959000
-88.0,36.6,GR,0.12033000
-90.4,36.7,GR,3.4771000
-90.3,36.7,GR,3.7888000
-90.2,36.7,GR,2.1236000
-90.1,36.7,GR,0.93634000
-90.0,36.7,GR,0.70714000
-89.9,36.7,GR,0.85281000
-89.8,36.7,GR,1.2291000
-89.7,36.7,GR,1.8282000
-89.6,36.7,GR,2.1780000
-89.5,36.7,GR,2.8555000
-89.4,36.7,GR,4.8723000
-89.3,36.7,GR,4.7347000
-89.2,36.7,GR,3.3865000
-89.1,36.7,GR,2.5850000
-89.0,36.7,GR,1.3582000
-88.9,36.7,GR,0.96790000
-88.8,36.7,GR,0.77867000
-88.7,36.7,GR,0.60242000
-88.6,36.7,GR,0.44640000
-88.5,36.7,GR,0.34254000
-88.4,36.7,GR,0.28098000
-88.3,36.7,GR,0.23905000
-88.2,36.7,GR,0.20296000
-88.1,36.7,GR,0.16798000
-88.0,36.7,GR,0.13436000
-90.2,36.8,GR,0.94840000
-90.1,36.8,GR,0.58728000
-90.0,36.8,GR,0.51127000
-89.9,36.8,GR,0.55572000
-89.8,36.8,GR,0.66462000
-89.7,36.8,GR,0.80975000
-89.6,36.8,GR,0.93014000
-89.5,36.8,GR,1.5013000
-89.4,36.8,GR,3.1267000
-89.3,36.8,GR,3.4100000
-89.2,36.8,GR,4.1229000
-89.1,36.8,GR,4.5016000
-89.0,36.8,GR,2.8314000
-88.9,36.8,GR,2.0830000
-88.8,36.8,GR,1.7591000
-88.7,36.8,GR,1.3762000
-88.6,36.8,GR,0.85341000
-88.5,36.8,GR,0.51244000
-88.4,36.8,GR,0.35486000
-88.3,36.8,GR,0.27508000
-88.2,36.8,GR,0.22284000
-88.1,36.8,GR,0.18030000
-88.0,36.8,GR,0.14266000
-90.1,36.9,GR,0.42589000
-90.0,36.9,GR,0.40846000
-89.9,36.9,GR,0.41336000
-89.8,36.9,GR,0.42431000
-89.7,36.9,GR,0.43263000
-89.6,36.9,GR,0.44279000
-89.5,36.9,GR,0.52843000
-89.4,36.9,GR,0.77193000
-89.3,36.9,GR,1.0217000
-89.2,36.9,GR,9.8972000
-89.1,36.9,GR,11.507000
-89.0,36.9,GR,3.8770000
-88.9,36.9,GR,3.3773000
-88.8,36.9,GR,3.5012000
-88.7,36.9,GR,2.9418000
-88.6,36.9,GR,1.5939000
-88.5,36.9,GR,0.75145000
-88.4,36.9,GR,0.43731000
-88.3,36.9,GR,0.30752000
-88.2,36.9,GR,0.23544000
-88.1,36.9,GR,0.18469000
-88.0,36.9,GR,0.14403000
-90.0,37.0,GR,0.35881000
-89.9,37.0,GR,0.35867000
-89.8,37.0,GR,0.35593000
-89.7,37.0,GR,0.34855000
-89.6,37.0,GR,0.34094000
-89.5,37.0,GR,0.34991000
-89.4,37.0,GR,0.42007000
-89.3,37.0,GR,0.67305000
-89.2,37.0,GR,8.7310000
-89.1,37.0,GR,9.8413000
-89.0,37.0,GR,2.8702000
-88.9,37.0,GR,2.8195000
-88.8,37.0,GR,3.2580000
-88.7,37.0,GR,2.8494000
-88.6,37.0,GR,1.5780000
-88.5,37.0,GR,0.76240000
-88.4,37.0,GR,0.44915000
-88.3,37.0,GR,0.31206000
-88.2,37.0,GR,0.23335000
-88.1,37.0,GR,0.17944000
-88.0,37.0,GR,0.13880000
-89.9,37.1,GR,0.33784000
-89.8,37.1,GR,0.34361000
-89.7,37.1,GR,0.34725000
-89.6,37.1,GR,0.35180000
-89.5,37.1,GR,0.36849000
-89.4,37.1,GR,0.43676000
-89.3,37.1,GR,0.63140000
-89.2,37.1,GR,0.95566000
-89.1,37.1,GR,1.2241000
-89.0,37.1,GR,1.2420000
-88.9,37.1,GR,1.2404000
-88.8,37.1,GR,1.3640000
-88.7,37.1,GR,1.2263000
-88.6,37.1,GR,0.83605000
-88.5,37.1,GR,0.54069000
-88.4,37.1,GR,0.38008000
-88.3,37.1,GR,0.28211000
-88.2,37.1,GR,0.21471000
-88.1,37.1,GR,0.16584000
-88.0,37.1,GR,0.12976000
-89.8,37.2,GR,0.34607000
-89.7,37.2,GR,0.36386000
-89.6,37.2,GR,0.38400000
-89.5,37.2,GR,0.41070000
-89.4,37.2,GR,0.45702000
-89.3,37.2,GR,0.54335000
-89.2,37.2,GR,0.64560000
-89.1,37.2,GR,0.68111000
-89.0,37.2,GR,0.63964000
-88.9,37.2,GR,0.60001000
-88.8,37.2,GR,0.58055000
-88.7,37.2,GR,0.53580000
-88.6,37.2,GR,0.45950000
-88.5,37.2,GR,0.37905000
-88.4,37.2,GR,0.30614000
-88.3,37.2,GR,0.24293000
-88.2,37.2,GR,0.19122000
-88.1,37.2,GR,0.15165000
-89.7,37.3,GR,0.37734000
-89.6,37.3,GR,0.40824000
-89.5,37.3,GR,0.44229000
-89.4,37.3,GR,0.47853000
-89.3,37.3,GR,0.51450000
-89.2,37.3,GR,0.54033000
-89.1,37.3,GR,0.54008000
-89.0,37.3,GR,0.51312000
-88.9,37.3,GR,0.47533000
-88.8,37.3,GR,0.43776000
-88.7,37.3,GR,0.40250000
-88.6,37.3,GR,0.36722000
-88.5,37.3,GR,0.32760000
-88.4,37.3,GR,0.28134000
-88.3,37.3,GR,0.23184000
-88.2,37.3,GR,0.18646000
-88.1,37.3,GR,0.15131000
-89.5,37.4,GR,0.44755000
-89.4,37.4,GR,0.47878000
-89.3,37.4,GR,0.50084000
-89.2,37.4,GR,0.50746000
-89.1,37.4,GR,0.49547000
-89.0,37.4,GR,0.46850000
-88.9,37.4,GR,0.43694000
-88.8,37.4,GR,0.41303000
-88.7,37.4,GR,0.40333000
-88.6,37.4,GR,0.40185000
-88.5,37.4,GR,0.39092000
-88.4,37.4,GR,0.35506000
-88.3,37.4,GR,0.29642000
-88.2,37.4,GR,0.23325000
-89.4,37.5,GR,0.44500000
-89.3,37.5,GR,0.45541000
-89.2,37.5,GR,0.45217000
-89.1,37.5,GR,0.43654000
-89.0,37.5,GR,0.41707000
-88.9,37.5,GR,0.40925000
-88.8,37.5,GR,0.43013000
-88.7,37.5,GR,0.48610000
-88.6,37.5,GR,0.55753000
-88.5,37.5,GR,0.59889000
-88.4,37.5,GR,0.57017000
-88.3,37.5,GR,0.47490000
-88.2,37.5,GR,0.35743000
-89.4,37.6,GR,0.39017000
-89.3,37.6,GR,0.38760000
-89.2,37.6,GR,0.37681000
-89.1,37.6,GR,0.36310000
-89.0,37.6,GR,0.35988000
-88.9,37.6,GR,0.38873000
-88.8,37.6,GR,0.47229000
-88.7,37.6,GR,0.61534000
-88.6,37.6,GR,0.77968000
-88.5,37.6,GR,0.88518000
