lon,lat,type,a
-86.5,38.400000,GR,0.14500000
-86.4,38.400000,GR,0.13700000
-86.3,38.400000,GR,0.13270000
-86.2,38.400000,GR,0.13050000
-89.7,38.500000,GR,0.63290000
-89.6,38.500000,GR,0.64010000
-89.5,38.500000,GR,0.64440000
-89.4,38.500000,GR,0.64570000
-89.3,38.500000,GR,0.64410000
-89.2,38.500000,GR,0.64040000
-89.1,38.500000,GR,0.63650000
-89.0,38.500000,GR,0.63380000
-88.9,38.500000,GR,0.63490000
-88.8,38.500000,GR,0.64160000
-88.7,38.500000,GR,0.65550000
-88.6,38.500000,GR,0.67770000
-88.5,38.500000,GR,0.70770000
-88.4,38.500000,GR,0.74320000
-88.3,38.500000,GR,0.78100000
-88.2,38.500000,GR,0.81680000
-88.1,38.500000,GR,0.84470000
-88.0,38.500000,GR,0.85960000
-87.9,38.500000,GR,0.85750000
-87.8,38.500000,GR,0.83590000
-87.7,38.500000,GR,0.79470000
-87.6,38.500000,GR,0.73610000
-87.5,38.500000,GR,0.66430000
-87.4,38.500000,GR,0.58520000
-87.3,38.500000,GR,0.50380000
-87.2,38.500000,GR,0.42540000
-87.1,38.500000,GR,0.35410000
-87.0,38.500000,GR,0.29260000
-86.9,38.500000,GR,0.24240000
-86.8,38.500000,GR,0.20340000
-86.7,38.500000,GR,0.17500000
-86.6,38.500000,GR,0.15580000
-86.5,38.500000,GR,0.14390000
-86.4,38.500000,GR,0.13750000
-86.3,38.500000,GR,0.13450000
-86.2,38.500000,GR,0.13350000
-86.1,38.500000,GR,0.13290000
-89.8,38.600000,GR,0.57560000
-89.7,38.600000,GR,0.58860000
-89.6,38.600000,GR,0.59850000
-89.5,38.600000,GR,0.60420000
-89.4,38.600000,GR,0.60580000
-89.3,38.600000,GR,0.60330000
-89.2,38.600000,GR,0.59790000
-89.1,38.600000,GR,0.59120000
-89.0,38.600000,GR,0.58480000
-88.9,38.600000,GR,0.58220000
-88.8,38.600000,GR,0.58510000
-88.7,38.600000,GR,0.59610000
-88.6,38.600000,GR,0.61570000
-88.5,38.600000,GR,0.64400000
-88.4,38.600000,GR,0.67890000
-88.3,38.600000,GR,0.71740000
-88.2,38.600000,GR,0.75430000
-88.1,38.600000,GR,0.78400000
-88.0,38.600000,GR,0.80120000
-87.9,38.600000,GR,0.80180000
-87.8,38.600000,GR,0.78320000
-87.7,38.600000,GR,0.74520000
-87.6,38.600000,GR,0.69080000
-87.5,38.600000,GR,0.62350000
-87.4,38.600000,GR,0.54930000
-87.3,38.600000,GR,0.47320000
-87.2,38.600000,GR,0.40010000
-87.1,38.600000,GR,0.33400000
-87.0,38.600000,GR,0.27720000
-86.9,38.600000,GR,0.23120000
-86.8,38.600000,GR,0.19600000
-86.7,38.600000,GR,0.17070000
-86.6,38.600000,GR,0.15420000
-86.5,38.600000,GR,0.14460000
-86.4,38.600000,GR,0.14000000
-86.3,38.600000,GR,0.13870000
-86.2,38.600000,GR,0.13890000
-86.1,38.600000,GR,0.13940000
-89.8,38.700000,GR,0.52160000
-89.7,38.700000,GR,0.53750000
-89.6,38.700000,GR,0.54980000
-89.5,38.700000,GR,0.55740000
-89.4,38.700000,GR,0.56020000
-89.3,38.700000,GR,0.55790000
-89.2,38.700000,GR,0.55160000
-89.1,38.700000,GR,0.54290000
-89.0,38.700000,GR,0.53420000
-88.9,38.700000,GR,0.52820000
-88.8,38.700000,GR,0.52770000
-88.7,38.700000,GR,0.53490000
-88.6,38.700000,GR,0.55100000
-88.5,38.700000,GR,0.57590000
-88.4,38.700000,GR,0.60820000
-88.3,38.700000,GR,0.64430000
-88.2,38.700000,GR,0.67950000
-88.1,38.700000,GR,0.70880000
-88.0,38.700000,GR,0.72680000
-87.9,38.700000,GR,0.72920000
-87.8,38.700000,GR,0.71400000
-87.7,38.700000,GR,0.68080000
-87.6,38.700000,GR,0.63210000
-87.5,38.700000,GR,0.57200000
-87.4,38.700000,GR,0.50510000
-87.3,38.700000,GR,0.43650000
-87.2,38.700000,GR,0.37080000
-87.1,38.700000,GR,0.31150000
-87.0,38.700000,GR,0.26080000
-86.9,38.700000,GR,0.22010000
-86.8,38.700000,GR,0.18930000
-86.7,38.700000,GR,0.16790000
-86.6,38.700000,GR,0.15460000
-86.5,38.700000,GR,0.14770000
-86.4,38.700000,GR,0.14540000
-86.3,38.700000,GR,0.14590000
-86.2,38.700000,GR,0.14770000
-86.1,38.700000,GR,0.14930000
-86.0,38.700000,GR,0.14970000
-89.8,38.800000,GR,0.46370000
-89.7,38.800000,GR,0.48170000
-89.6,38.800000,GR,0.49590000
-89.5,38.800000,GR,0.50520000
-89.4,38.800000,GR,0.50890000
-89.3,38.800000,GR,0.50710000
-89.2,38.800000,GR,0.50050000
-89.1,38.800000,GR,0.49080000
-89.0,38.800000,GR,0.48040000
-88.9,38.800000,GR,0.47200000
-88.8,38.800000,GR,0.46850000
-88.7,38.800000,GR,0.47210000
-88.6,38.800000,GR,0.48410000
-88.5,38.800000,GR,0.50470000
-88.4,38.800000,GR,0.53230000
-88.3,38.800000,GR,0.56420000
-88.2,38.800000,GR,0.59620000
-88.1,38.800000,GR,0.62310000
-88.0,38.800000,GR,0.64050000
-87.9,38.800000,GR,0.64450000
-87.8,38.800000,GR,0.63310000
-87.7,38.800000,GR,0.60560000
-87.6,38.800000,GR,0.56470000
-87.5,38.800000,GR,0.51310000
-87.4,38.800000,GR,0.45560000
-87.3,38.800000,GR,0.39640000
-87.2,38.800000,GR,0.33950000
-87.1,38.800000,GR,0.28820000
-87.0,38.800000,GR,0.24450000
-86.9,38.800000,GR,0.20970000
-86.8,38.800000,GR,0.18390000
-86.7,38.800000,GR,0.16670000
-86.6,38.800000,GR,0.15680000
-86.5,38.800000,GR,0.15290000
-86.4,38.800000,GR,0.15310000
-86.3,38.800000,GR,0.15580000
-86.2,38.800000,GR,0.15920000
-86.1,38.800000,GR,0.16210000
-86.0,38.800000,GR,0.16330000
-89.8,38.900000,GR,0.40420000
-89.7,38.900000,GR,0.42300000
-89.6,38.900000,GR,0.43800000
-89.5,38.900000,GR,0.44810000
-89.4,38.900000,GR,0.45250000
-89.3,38.900000,GR,0.45100000
-89.2,38.900000,GR,0.44440000
-89.1,38.900000,GR,0.43430000
-89.0,38.900000,GR,0.42310000
-88.9,38.900000,GR,0.41330000
-88.8,38.900000,GR,0.40760000
-88.7,38.900000,GR,0.40820000
-88.6,38.900000,GR,0.41630000
-88.5,38.900000,GR,0.43220000
-88.4,38.900000,GR,0.45480000
-88.3,38.900000,GR,0.48150000
-88.2,38.900000,GR,0.50880000
-88.1,38.900000,GR,0.53260000
-88.0,38.900000,GR,0.54850000
-87.9,38.900000,GR,0.55360000
-87.8,38.900000,GR,0.54590000
-87.7,38.900000,GR,0.52510000
-87.6,38.900000,GR,0.49250000
-87.5,38.900000,GR,0.45090000
-87.4,38.900000,GR,0.40380000
-87.3,38.900000,GR,0.35500000
-87.2,38.900000,GR,0.30770000
-87.1,38.900000,GR,0.26500000
-87.0,38.900000,GR,0.22870000
-86.9,38.900000,GR,0.20010000
-86.8,38.900000,GR,0.17940000
-86.7,38.900000,GR,0.16640000
-86.6,38.900000,GR,0.16010000
-86.5,38.900000,GR,0.15910000
-86.4,38.900000,GR,0.16190000
-86.3,38.900000,GR,0.16660000
-86.2,38.900000,GR,0.17180000
-86.1,38.900000,GR,0.17600000
-86.0,38.900000,GR,0.17810000
-85.9,38.900000,GR,0.17730000
-89.8,39.000000,GR,0.34510000
-89.7,39.000000,GR,0.36340000
-89.6,39.000000,GR,0.37800000
-89.5,39.000000,GR,0.38770000
-89.4,39.000000,GR,0.39200000
-89.3,39.000000,GR,0.39050000
-89.2,39.000000,GR,0.38410000
-89.1,39.000000,GR,0.37430000
-89.0,39.000000,GR,0.36310000
-88.9,39.000000,GR,0.35300000
-88.8,39.000000,GR,0.34620000
-88.7,39.000000,GR,0.34470000
-88.6,39.000000,GR,0.34980000
-88.5,39.000000,GR,0.36160000
-88.4,39.000000,GR,0.37920000
-88.3,39.000000,GR,0.40070000
-88.2,39.000000,GR,0.42320000
-88.1,39.000000,GR,0.44310000
-88.0,39.000000,GR,0.45740000
-87.9,39.000000,GR,0.46330000
-87.8,39.000000,GR,0.45910000
-87.7,39.000000,GR,0.44440000
-87.6,39.000000,GR,0.42030000
-87.5,39.000000,GR,0.38870000
-87.4,39.000000,GR,0.35220000
-87.3,39.000000,GR,0.31380000
-87.2,39.000000,GR,0.27630000
-87.1,39.000000,GR,0.24220000
-87.0,39.000000,GR,0.21330000
-86.9,39.000000,GR,0.19080000
-86.8,39.000000,GR,0.17520000
-86.7,39.000000,GR,0.16630000
-86.6,39.000000,GR,0.16320000
-86.5,39.000000,GR,0.16500000
-86.4,39.000000,GR,0.17000000
-86.3,39.000000,GR,0.17660000
-86.2,39.000000,GR,0.18340000
-86.1,39.000000,GR,0.18880000
-86.0,39.000000,GR,0.19170000
-85.9,39.000000,GR,0.19150000
-89.8,39.100000,GR,0.28810000
-89.7,39.100000,GR,0.30450000
-89.6,39.100000,GR,0.31760000
-89.5,39.100000,GR,0.32600000
-89.4,39.100000,GR,0.32940000
-89.3,39.100000,GR,0.32780000
-89.2,39.100000,GR,0.32170000
-89.1,39.100000,GR,0.31270000
-89.0,39.100000,GR,0.30240000
-88.9,39.100000,GR,0.29290000
-88.8,39.100000,GR,0.28630000
-88.7,39.100000,GR,0.28400000
-88.6,39.100000,GR,0.28710000
-88.5,39.100000,GR,0.29580000
-88.4,39.100000,GR,0.30930000
-88.3,39.100000,GR,0.32600000
-88.2,39.100000,GR,0.34380000
-88.1,39.100000,GR,0.36020000
-88.0,39.100000,GR,0.37250000
-87.9,39.100000,GR,0.37870000
-87.8,39.100000,GR,0.37740000
-87.7,39.100000,GR,0.36830000
-87.6,39.100000,GR,0.35180000
-87.5,39.100000,GR,0.32920000
-87.4,39.100000,GR,0.30260000
-87.3,39.100000,GR,0.27400000
-87.2,39.100000,GR,0.24570000
-87.1,39.100000,GR,0.21990000
-87.0,39.100000,GR,0.19800000
-86.9,39.100000,GR,0.18140000
-86.8,39.100000,GR,0.17050000
-86.7,39.100000,GR,0.16520000
-86.6,39.100000,GR,0.16510000
-86.5,39.100000,GR,0.16900000
-86.4,39.100000,GR,0.17580000
-86.3,39.100000,GR,0.18390000
-86.2,39.100000,GR,0.19180000
-86.1,39.100000,GR,0.19820000
-86.0,39.100000,GR,0.20200000
-85.9,39.100000,GR,0.20220000
-85.8,39.100000,GR,0.19850000
-89.8,39.200000,GR,0.23490000
-89.7,39.200000,GR,0.24850000
-89.6,39.200000,GR,0.25910000
-89.5,39.200000,GR,0.26570000
-89.4,39.200000,GR,0.26790000
-89.3,39.200000,GR,0.26590000
-89.2,39.200000,GR,0.26030000
-89.1,39.200000,GR,0.25240000
-89.0,39.200000,GR,0.24370000
-88.9,39.200000,GR,0.23570000
-88.8,39.200000,GR,0.23010000
-88.7,39.200000,GR,0.22810000
-88.6,39.200000,GR,0.23040000
-88.5,39.200000,GR,0.23690000
-88.4,39.200000,GR,0.24730000
-88.3,39.200000,GR,0.26030000
-88.2,39.200000,GR,0.27420000
-88.1,39.200000,GR,0.28720000
-88.0,39.200000,GR,0.29750000
-87.9,39.200000,GR,0.30370000
-87.8,39.200000,GR,0.30460000
-87.7,39.200000,GR,0.29980000
-87.6,39.200000,GR,0.28950000
-87.5,39.200000,GR,0.27460000
-87.4,39.200000,GR,0.25630000
-87.3,39.200000,GR,0.23630000
-87.2,39.200000,GR,0.21630000
-87.1,39.200000,GR,0.19790000
-87.0,39.200000,GR,0.18260000
-86.9,39.200000,GR,0.17130000
-86.8,39.200000,GR,0.16460000
-86.7,39.200000,GR,0.16260000
-86.6,39.200000,GR,0.16470000
-86.5,39.200000,GR,0.17030000
-86.4,39.200000,GR,0.17820000
-86.3,39.200000,GR,0.18710000
-86.2,39.200000,GR,0.19570000
-86.1,39.200000,GR,0.20270000
-86.0,39.200000,GR,0.20680000
-85.9,39.200000,GR,0.20750000
-85.8,39.200000,GR,0.20410000
-89.8,39.300000,GR,0.18670000
-89.7,39.300000,GR,0.19710000
-89.6,39.300000,GR,0.20500000
-89.5,39.300000,GR,0.20940000
-89.4,39.300000,GR,0.21040000
-89.3,39.300000,GR,0.20810000
-89.2,39.300000,GR,0.20320000
-89.1,39.300000,GR,0.19680000
-89.0,39.300000,GR,0.19000000
-88.9,39.300000,GR,0.18400000
-88.8,39.300000,GR,0.18010000
-88.7,39.300000,GR,0.17900000
-88.6,39.300000,GR,0.18110000
-88.5,39.300000,GR,0.18650000
-88.4,39.300000,GR,0.19460000
-88.3,39.300000,GR,0.20470000
-88.2,39.300000,GR,0.21550000
-88.1,39.300000,GR,0.22570000
-88.0,39.300000,GR,0.23430000
-87.9,39.300000,GR,0.24000000
-87.8,39.300000,GR,0.24220000
-87.7,39.300000,GR,0.24040000
-87.6,39.300000,GR,0.23480000
-87.5,39.300000,GR,0.22590000
-87.4,39.300000,GR,0.21440000
-87.3,39.300000,GR,0.20140000
-87.2,39.300000,GR,0.18830000
-87.1,39.300000,GR,0.17650000
-87.0,39.300000,GR,0.16690000
-86.9,39.300000,GR,0.16030000
-86.8,39.300000,GR,0.15740000
-86.7,39.300000,GR,0.15790000
-86.6,39.300000,GR,0.16180000
-86.5,39.300000,GR,0.16820000
-86.4,39.300000,GR,0.17650000
-86.3,39.300000,GR,0.18550000
-86.2,39.300000,GR,0.19400000
-86.1,39.300000,GR,0.20110000
-86.0,39.300000,GR,0.20550000
-85.9,39.300000,GR,0.20640000
-85.8,39.300000,GR,0.20330000
-89.8,39.400000,GR,0.14470000
-89.7,39.400000,GR,0.15220000
-89.6,39.400000,GR,0.15730000
-89.5,39.400000,GR,0.15990000
-89.4,39.400000,GR,0.15990000
-89.3,39.400000,GR,0.15760000
-89.2,39.400000,GR,0.15350000
-89.1,39.400000,GR,0.14860000
-89.0,39.400000,GR,0.14360000
-88.9,39.400000,GR,0.13970000
-88.8,39.400000,GR,0.13750000
-88.7,39.400000,GR,0.13750000
-88.6,39.400000,GR,0.13990000
-88.5,39.400000,GR,0.14460000
-88.4,39.400000,GR,0.15130000
-88.3,39.400000,GR,0.15920000
-88.2,39.400000,GR,0.16760000
-88.1,39.400000,GR,0.17560000
-88.0,39.400000,GR,0.18250000
-87.9,39.400000,GR,0.18760000
-87.8,39.400000,GR,0.19040000
-87.7,39.400000,GR,0.19060000
-87.6,39.400000,GR,0.18830000
-87.5,39.400000,GR,0.18360000
-87.4,39.400000,GR,0.17720000
-87.3,39.400000,GR,0.16980000
-87.2,39.400000,GR,0.16250000
-87.1,39.400000,GR,0.15600000
-87.0,39.400000,GR,0.15120000
-86.9,39.400000,GR,0.14860000
-86.8,39.400000,GR,0.14870000
-86.7,39.400000,GR,0.15120000
-86.6,39.400000,GR,0.15600000
-86.5,39.400000,GR,0.16270000
-86.4,39.400000,GR,0.17050000
-86.3,39.400000,GR,0.17880000
-86.2,39.400000,GR,0.18680000
-86.1,39.400000,GR,0.19330000
-86.0,39.400000,GR,0.19750000
-85.9,39.400000,GR,0.19850000
-85.8,39.400000,GR,0.19580000
-85.7,39.400000,GR,0.18910000
-89.7,39.500000,GR,0.11460000
-89.6,39.500000,GR,0.11770000
-89.5,39.500000,GR,0.11880000
-89.4,39.500000,GR,0.11810000
-89.3,39.500000,GR,0.11590000
-89.2,39.500000,GR,0.11280000
-89.1,39.500000,GR,0.10930000
-89.0,39.500000,GR,0.10620000
-88.9,39.500000,GR,0.10400000
-88.8,39.500000,GR,0.10320000
-88.7,39.500000,GR,0.10420000
-88.6,39.500000,GR,0.10690000
-88.5,39.500000,GR,0.11110000
-88.4,39.500000,GR,0.11670000
-88.3,39.500000,GR,0.12290000
-88.2,39.500000,GR,0.12940000
-88.1,39.500000,GR,0.13570000
-88.0,39.500000,GR,0.14110000
-87.9,39.500000,GR,0.14550000
-87.8,39.500000,GR,0.14840000
-87.7,39.500000,GR,0.14970000
-87.6,39.500000,GR,0.14940000
-87.5,39.500000,GR,0.14770000
-87.4,39.500000,GR,0.14500000
-87.3,39.500000,GR,0.14190000
-87.2,39.500000,GR,0.13890000
-87.1,39.500000,GR,0.13670000
-87.0,39.500000,GR,0.13570000
-86.9,39.500000,GR,0.13640000
-86.8,39.500000,GR,0.13860000
-86.7,39.500000,GR,0.14240000
-86.6,39.500000,GR,0.14750000
-86.5,39.500000,GR,0.15360000
-86.4,39.500000,GR,0.16040000
-86.3,39.500000,GR,0.16750000
-86.2,39.500000,GR,0.17420000
-86.1,39.500000,GR,0.17980000
-86.0,39.500000,GR,0.18350000
-85.9,39.500000,GR,0.18440000
-85.8,39.500000,GR,0.18200000
-85.7,39.500000,GR,0.17610000
-89.7,39.600000,GR,0.085050000
-89.6,39.600000,GR,0.086490000
-89.5,39.600000,GR,0.086670000
-89.4,39.600000,GR,0.085710000
-89.3,39.600000,GR,0.083830000
-89.2,39.600000,GR,0.081530000
-89.1,39.600000,GR,0.079280000
-89.0,39.600000,GR,0.077550000
-88.9,39.600000,GR,0.076660000
-88.8,39.600000,GR,0.076950000
-88.7,39.600000,GR,0.078520000
-88.6,39.600000,GR,0.081300000
-88.5,39.600000,GR,0.085110000
-88.4,39.600000,GR,0.089690000
-88.3,39.600000,GR,0.094650000
-88.2,39.600000,GR,0.099700000
-88.1,39.600000,GR,0.10450000
-88.0,39.600000,GR,0.10880000
-87.9,39.600000,GR,0.11230000
-87.8,39.600000,GR,0.11490000
-87.7,39.600000,GR,0.11670000
-87.6,39.600000,GR,0.11770000
-87.5,39.600000,GR,0.11790000
-87.4,39.600000,GR,0.11780000
-87.3,39.600000,GR,0.11770000
-87.2,39.600000,GR,0.11800000
-87.1,39.600000,GR,0.11900000
-87.0,39.600000,GR,0.12090000
-86.9,39.600000,GR,0.12370000
-86.8,39.600000,GR,0.12730000
-86.7,39.600000,GR,0.13160000
-86.6,39.600000,GR,0.13640000
-86.5,39.600000,GR,0.14150000
-86.4,39.600000,GR,0.14690000
-86.3,39.600000,GR,0.15230000
-86.2,39.600000,GR,0.15740000
-86.1,39.600000,GR,0.16180000
-86.0,39.600000,GR,0.16470000
-85.9,39.600000,GR,0.16540000
-85.8,39.600000,GR,0.16330000
-85.7,39.600000,GR,0.15820000
-89.7,39.700000,GR,0.063150000
-89.6,39.700000,GR,0.063550000
-89.5,39.700000,GR,0.063180000
-89.4,39.700000,GR,0.062140000
-89.3,39.700000,GR,0.060680000
-89.2,39.700000,GR,0.059090000
