lon,lat,type,a
-88.4,36.300000,GR,0.98380000
-88.3,36.300000,GR,0.87570000
-90.6,36.400000,GR,0.98000000
-90.5,36.400000,GR,1.0260000
-90.4,36.400000,GR,1.0770000
-90.3,36.400000,GR,1.1320000
-90.2,36.400000,GR,1.1900000
-90.1,36.400000,GR,1.2490000
-90.0,36.400000,GR,1.3070000
-89.9,36.400000,GR,1.3620000
-89.8,36.400000,GR,1.4120000
-89.7,36.400000,GR,1.4560000
-89.6,36.400000,GR,1.4910000
-89.5,36.400000,GR,1.5170000
-89.4,36.400000,GR,1.5340000
-89.3,36.400000,GR,1.5400000
-89.2,36.400000,GR,1.5360000
-89.1,36.400000,GR,1.5210000
-89.0,36.400000,GR,1.4940000
-88.9,36.400000,GR,1.4560000
-88.8,36.400000,GR,1.4050000
-88.7,36.400000,GR,1.3420000
-88.6,36.400000,GR,1.2660000
-88.5,36.400000,GR,1.1780000
-88.4,36.400000,GR,1.0790000
-88.3,36.400000,GR,0.96990000
-88.2,36.400000,GR,0.85440000
-88.1,36.400000,GR,0.73620000
-90.5,36.500000,GR,0.97390000
-90.4,36.500000,GR,1.0190000
-90.3,36.500000,GR,1.0690000
-90.2,36.500000,GR,1.1220000
-90.1,36.500000,GR,1.1790000
-90.0,36.500000,GR,1.2380000
-89.9,36.500000,GR,1.2980000
-89.8,36.500000,GR,1.3550000
-89.7,36.500000,GR,1.4070000
-89.6,36.500000,GR,1.4530000
-89.5,36.500000,GR,1.4910000
-89.4,36.500000,GR,1.5190000
-89.3,36.500000,GR,1.5370000
-89.2,36.500000,GR,1.5450000
-89.1,36.500000,GR,1.5410000
-89.0,36.500000,GR,1.5260000
-88.9,36.500000,GR,1.4980000
-88.8,36.500000,GR,1.4570000
-88.7,36.500000,GR,1.4040000
-88.6,36.500000,GR,1.3360000
-88.5,36.500000,GR,1.2540000
-88.4,36.500000,GR,1.1580000
-88.3,36.500000,GR,1.0500000
-88.2,36.500000,GR,0.93320000
-88.1,36.500000,GR,0.81020000
-88.0,36.500000,GR,0.68640000
-90.5,36.600000,GR,0.93110000
-90.4,36.600000,GR,0.96980000
-90.3,36.600000,GR,1.0120000
-90.2,36.600000,GR,1.0590000
-90.1,36.600000,GR,1.1120000
-90.0,36.600000,GR,1.1700000
-89.9,36.600000,GR,1.2300000
-89.8,36.600000,GR,1.2920000
-89.7,36.600000,GR,1.3520000
-89.6,36.600000,GR,1.4070000
-89.5,36.600000,GR,1.4560000
-89.4,36.600000,GR,1.4950000
-89.3,36.600000,GR,1.5250000
-89.2,36.600000,GR,1.5440000
-89.1,36.600000,GR,1.5500000
-89.0,36.600000,GR,1.5450000
-88.9,36.600000,GR,1.5260000
-88.8,36.600000,GR,1.4940000
-88.7,36.600000,GR,1.4480000
-88.6,36.600000,GR,1.3880000
-88.5,36.600000,GR,1.3110000
-88.4,36.600000,GR,1.2190000
-88.3,36.600000,GR,1.1140000
-88.2,36.600000,GR,0.99580000
-88.1,36.600000,GR,0.86990000
-88.0,36.600000,GR,0.74130000
-90.4,36.700000,GR,0.92830000
-90.3,36.700000,GR,0.96390000
-90.2,36.700000,GR,1.0040000
-90.1,36.700000,GR,1.0510000
-90.0,36.700000,GR,1.1050000
-89.9,36.700000,GR,1.1650000
-89.8,36.700000,GR,1.2290000
-89.7,36.700000,GR,1.2950000
-89.6,36.700000,GR,1.3580000
-89.5,36.700000,GR,1.4160000
-89.4,36.700000,GR,1.4660000
-89.3,36.700000,GR,1.5070000
-89.2,36.700000,GR,1.5350000
-89.1,36.700000,GR,1.5510000
-89.0,36.700000,GR,1.5530000
-88.9,36.700000,GR,1.5420000
-88.8,36.700000,GR,1.5170000
-88.7,36.700000,GR,1.4770000
-88.6,36.700000,GR,1.4220000
-88.5,36.700000,GR,1.3500000
-88.4,36.700000,GR,1.2620000
-88.3,36.700000,GR,1.1570000
-88.2,36.700000,GR,1.0400000
-88.1,36.700000,GR,0.91270000
-88.0,36.700000,GR,0.78110000
-90.2,36.800000,GR,0.95630000
-90.1,36.800000,GR,0.99780000
-90.0,36.800000,GR,1.0480000
-89.9,36.800000,GR,1.1070000
-89.8,36.800000,GR,1.1720000
-89.7,36.800000,GR,1.2410000
-89.6,36.800000,GR,1.3110000
-89.5,36.800000,GR,1.3770000
-89.4,36.800000,GR,1.4370000
-89.3,36.800000,GR,1.4850000
-89.2,36.800000,GR,1.5210000
-89.1,36.800000,GR,1.5440000
-89.0,36.800000,GR,1.5540000
-88.9,36.800000,GR,1.5480000
-88.8,36.800000,GR,1.5280000
-88.7,36.800000,GR,1.4920000
-88.6,36.800000,GR,1.4410000
-88.5,36.800000,GR,1.3720000
-88.4,36.800000,GR,1.2860000
-88.3,36.800000,GR,1.1830000
-88.2,36.800000,GR,1.0660000
-88.1,36.800000,GR,0.93790000
-88.0,36.800000,GR,0.80530000
-90.1,36.900000,GR,0.95220000
-90.0,36.900000,GR,0.99950000
-89.9,36.900000,GR,1.0570000
-89.8,36.900000,GR,1.1230000
-89.7,36.900000,GR,1.1960000
-89.6,36.900000,GR,1.2700000
-89.5,36.900000,GR,1.3420000
-89.4,36.900000,GR,1.4080000
-89.3,36.900000,GR,1.4620000
-89.2,36.900000,GR,1.5050000
-89.1,36.900000,GR,1.5330000
-89.0,36.900000,GR,1.5470000
-88.9,36.900000,GR,1.5450000
-88.8,36.900000,GR,1.5280000
-88.7,36.900000,GR,1.4950000
-88.6,36.900000,GR,1.4450000
-88.5,36.900000,GR,1.3780000
-88.4,36.900000,GR,1.2930000
-88.3,36.900000,GR,1.1910000
-88.2,36.900000,GR,1.0740000
-88.1,36.900000,GR,0.94690000
-88.0,36.900000,GR,0.81500000
-90.0,37.000000,GR,0.96000000
-89.9,37.000000,GR,1.0170000
-89.8,37.000000,GR,1.0840000
-89.7,37.000000,GR,1.1580000
-89.6,37.000000,GR,1.2360000
-89.5,37.000000,GR,1.3110000
-89.4,37.000000,GR,1.3800000
-89.3,37.000000,GR,1.4390000
-89.2,37.000000,GR,1.4850000
-89.1,37.000000,GR,1.5160000
-89.0,37.000000,GR,1.5330000
-88.9,37.000000,GR,1.5330000
-88.8,37.000000,GR,1.5170000
-88.7,37.000000,GR,1.4860000
-88.6,37.000000,GR,1.4360000
-88.5,37.000000,GR,1.3700000
-88.4,37.000000,GR,1.2850000
-88.3,37.000000,GR,1.1830000
-88.2,37.000000,GR,1.0680000
-88.1,37.000000,GR,0.94260000
-88.0,37.000000,GR,0.81310000
-89.9,37.100000,GR,0.98540000
-89.8,37.100000,GR,1.0530000
-89.7,37.100000,GR,1.1280000
-89.6,37.100000,GR,1.2050000
-89.5,37.100000,GR,1.2820000
-89.4,37.100000,GR,1.3520000
-89.3,37.100000,GR,1.4120000
-89.2,37.100000,GR,1.4590000
-89.1,37.100000,GR,1.4910000
-89.0,37.100000,GR,1.5090000
-88.9,37.100000,GR,1.5100000
-88.8,37.100000,GR,1.4960000
-88.7,37.100000,GR,1.4640000
-88.6,37.100000,GR,1.4160000
-88.5,37.100000,GR,1.3500000
-88.4,37.100000,GR,1.2660000
-88.3,37.100000,GR,1.1640000
-88.2,37.100000,GR,1.0510000
-88.1,37.100000,GR,0.92890000
-88.0,37.100000,GR,0.80350000
-89.8,37.200000,GR,1.0250000
-89.7,37.200000,GR,1.0990000
-89.6,37.200000,GR,1.1760000
-89.5,37.200000,GR,1.2500000
-89.4,37.200000,GR,1.3190000
-89.3,37.200000,GR,1.3770000
-89.2,37.200000,GR,1.4240000
-89.1,37.200000,GR,1.4560000
-89.0,37.200000,GR,1.4730000
-88.9,37.200000,GR,1.4750000
-88.8,37.200000,GR,1.4620000
-88.7,37.200000,GR,1.4320000
-88.6,37.200000,GR,1.3840000
-88.5,37.200000,GR,1.3190000
-88.4,37.200000,GR,1.2370000
-88.3,37.200000,GR,1.1390000
-88.2,37.200000,GR,1.0280000
-88.1,37.200000,GR,0.91030000
-89.7,37.300000,GR,1.0660000
-89.6,37.300000,GR,1.1400000
-89.5,37.300000,GR,1.2100000
-89.4,37.300000,GR,1.2750000
-89.3,37.300000,GR,1.3310000
-89.2,37.300000,GR,1.3750000
-89.1,37.300000,GR,1.4060000
-89.0,37.300000,GR,1.4240000
-88.9,37.300000,GR,1.4280000
-88.8,37.300000,GR,1.4160000
-88.7,37.300000,GR,1.3890000
-88.6,37.300000,GR,1.3440000
-88.5,37.300000,GR,1.2810000
-88.4,37.300000,GR,1.2020000
-88.3,37.300000,GR,1.1090000
-88.2,37.300000,GR,1.0040000
-88.1,37.300000,GR,0.89220000
-89.5,37.400000,GR,1.1600000
-89.4,37.400000,GR,1.2180000
-89.3,37.400000,GR,1.2710000
-89.2,37.400000,GR,1.3130000
-89.1,37.400000,GR,1.3440000
-89.0,37.400000,GR,1.3630000
-88.9,37.400000,GR,1.3690000
-88.8,37.400000,GR,1.3610000
-88.7,37.400000,GR,1.3370000
-88.6,37.400000,GR,1.2980000
-88.5,37.400000,GR,1.2400000
-88.4,37.400000,GR,1.1670000
-88.3,37.400000,GR,1.0790000
-88.2,37.400000,GR,0.98170000
-89.4,37.500000,GR,1.1510000
-89.3,37.500000,GR,1.1980000
-89.2,37.500000,GR,1.2380000
-89.1,37.500000,GR,1.2690000
-89.0,37.500000,GR,1.2910000
-88.9,37.500000,GR,1.3010000
-88.8,37.500000,GR,1.2980000
-88.7,37.500000,GR,1.2800000
-88.6,37.500000,GR,1.2470000
-88.5,37.500000,GR,1.1970000
-88.4,37.500000,GR,1.1320000
-88.3,37.500000,GR,1.0540000
-88.2,37.500000,GR,0.96630000
-89.4,37.600000,GR,1.0750000
-89.3,37.600000,GR,1.1180000
-89.2,37.600000,GR,1.1560000
-89.1,37.600000,GR,1.1880000
-89.0,37.600000,GR,1.2120000
-88.9,37.600000,GR,1.2270000
-88.8,37.600000,GR,1.2300000
-88.7,37.600000,GR,1.2200000
-88.6,37.600000,GR,1.1960000
-88.5,37.600000,GR,1.1550000
-88.4,37.600000,GR,1.1010000
-88.3,37.600000,GR,1.0340000
-89.3,37.700000,GR,1.0360000
-89.2,37.700000,GR,1.0720000
-89.1,37.700000,GR,1.1050000
-89.0,37.700000,GR,1.1310000
-88.9,37.700000,GR,1.1510000
-88.8,37.700000,GR,1.1610000
-88.7,37.700000,GR,1.1580000
-88.6,37.700000,GR,1.1430000
-88.5,37.700000,GR,1.1140000
-89.3,37.800000,GR,0.95920000
-89.2,37.800000,GR,0.99240000
-89.1,37.800000,GR,1.0240000
